Plug.ID.Number,Dry.weight,Wet.weight_time0,tank,position,Reef,Species,Colony,Notes_fragging,Temperature,Buoyant_weight_t0,Date_t0,Notes_t0,Buoyant_weight_t0_additional,Date_t0_additional,Notes_t0_additional,Buoyant_weight_t1,Date_t1,Notes_t1,Buoyant_weight_t1_additional,Date_t_1_additional,Notes_t_1_additional,Buoyant_weight_t2,Date_t2,Notes_t2,Buoyant_weight_t2_additional,Date_t2_additional,Notes_t2_additional,Buoyant_weight_t3,Date_t3,Notes_t3,Buoyant_weight_t3_additional,Date_t_3_additional,Notes_t_3_additional,,Buoyant_weight_t4,Date_t4,Notes_t4,Buoyant_weight_t4_additional,Date_t4_additional,Notes_t4_additional,Buoyant_weight_t5,Date_t5,Notes_t5
404,19.0071,NA,30°C/2,9,No Name Reef,Acropora hyacinthus,11,,30,15.488,6/05/2021,,,,,16.1326,19/05/2021,,,,,,,,,,,16.4132,2/06/2021,,,,,,16.4364,16/06/2021,,16.4254,21/06/2021,Sampled due to bleaching and algal growth,,,
447,19.935,NA,30°C/2,10,No Name Reef,Acropora hyacinthus,10,,30,15.7028,6/05/2021,,,,,16.0461,19/05/2021,,,,,,,,,,,16.2212,2/06/2021,,,,,,16.2448,16/06/2021,,16.2149,22/06/2021,Sampled due to bleaching and algal growth,,,
52,19.2329,NA,30°C/2,11,Kelso,Pocillopora verrucosa,6,,30,24.2109,6/05/2021,,,,,24.5521,19/05/2021,,,,,,,,,,,25.1892,2/06/2021,,,,,,25.9711,16/06/2021,,26.6306,29/06/2021,,,,
596,19.3116,NA,30°C/2,12,Kelso,Acropora tenuis,2,,30,13.817,6/05/2021,,,,,14.1468,19/05/2021,,,,,,,,,,,14.4503,2/06/2021,,,,,,14.5816,16/06/2021,,14.6625,29/06/2021,,,,
440,18.594,NA,30°C/2,13,No Name Reef,Pocillopora verrucosa,5,,30,18.3842,6/05/2021,,,,,18.8437,19/05/2021,,,,,,,,,,,19.6011,2/06/2021,,,,,,20.538,16/06/2021,,21.4737,29/06/2021,,,,
315,19.5256,NA,30°C/2,14,Kelso,Acropora hyacinthus,6,,30,20.6498,6/05/2021,,,,,21.251,19/05/2021,,,,,,,,,,,21.7511,2/06/2021,,,,,,21.8539,16/06/2021,,21.8503,29/06/2021,Overgrown with algae,,,
478,18.7044,NA,30°C/2,15,No Name Reef,Pocillopora verrucosa,10,,30,17.3237,6/05/2021,,,,,17.7624,19/05/2021,,,,,,,,,,,18.3242,2/06/2021,,,,,,18.6778,16/06/2021,,18.756,29/06/2021,,,,
102,20.6377,NA,30°C/2,16,Kelso,Acropora tenuis,6,,30,16.38,6/05/2021,,,,,16.7181,19/05/2021,,,,,,,,,,,16.979,2/06/2021,,,,,,17.0745,16/06/2021,,17.1271,29/06/2021,,,,
626,18.3689,NA,30°C/2,17,Kelso,Stylophora pistillata,1,,30,17.2946,6/05/2021,,,,,17.4827,19/05/2021,,,,,,,,,,,17.7304,2/06/2021,,,,,,17.8875,16/06/2021,,17.916,29/06/2021,,,,
90,20.1783,NA,30°C/2,18,Kelso,Pocillopora verrucosa,5,,30,25.9241,6/05/2021,,,,,26.2506,19/05/2021,,,,,,,,,,,26.6031,2/06/2021,,,,,,26.8314,16/06/2021,,27.0456,29/06/2021,,,,
497,19.5437,,30°C/3,0,,,,,30,10.9196,6/05/2021,,,,,11.0018,19/05/2021,,,,,,,,,,,11.0343,2/06/2021,,,,,,11.0381,16/06/2021,,11.0417,29/06/2021,,,,
129,20.3196,NA,30°C/3,1,Kelso,Acropora hyacinthus,7,,30,20.299,6/05/2021,,,,,20.6305,19/05/2021,,,,,,,,,,,20.904,2/06/2021,,,,,,20.9719,16/06/2021,,20.9699,29/06/2021,Overgrown with algae,,,
608,18.7876,NA,30°C/3,2,No Name Reef,Pocillopora verrucosa,14,,30,19.4783,6/05/2021,,,,,19.7008,19/05/2021,,,,,,,,,,,19.805,2/06/2021,,,,,,19.8373,16/06/2021,,19.8708,29/06/2021,Overgrown with algae,,,
292,19.3488,NA,30°C/3,3,Kelso,Stylophora pistillata,13,,30,17.1985,6/05/2021,,,,,17.3041,19/05/2021,,,,,,,,,,,17.347,2/06/2021,,,,,,17.3713,16/06/2021,,17.3946,29/06/2021,,,,
41,18.9758,NA,30°C/3,4,Kelso,Acropora hyacinthus,11,,30,18.5099,6/05/2021,,,,,18.9563,19/05/2021,,,,,,,,,,,19.162,2/06/2021,,,,,,19.2539,16/06/2021,,19.2471,29/06/2021,Overgrown with algae,,,
378,19.6119,NA,30°C/3,5,No Name Reef,Pocillopora verrucosa,11,,30,19.3342,6/05/2021,,,,,19.5005,19/05/2021,,,,,,,,,,,19.5774,2/06/2021,,,,,,19.5992,16/06/2021,Sampled due to algal growth,NA,29/06/2021,,,,
28,19.4812,NA,30°C/3,6,Kelso,Stylophora pistillata,8,,30,29.9148,6/05/2021,,,,,30.4701,19/05/2021,,,,,,,,,,,30.5851,2/06/2021,,,,,,30.5692,16/06/2021,,30.568,29/06/2021,,,,
208,18.9115,NA,30°C/3,7,Kelso,Acropora tenuis,7,,30,16.2628,6/05/2021,,,,,16.8475,19/05/2021,,,,,,,,,,,17.0999,2/06/2021,,17.1204,8/06/2021,Sampled due to tissue necrosis on tips,,,,,,29/06/2021,,,,
199,19.9091,NA,30°C/3,8,Kelso,Acropora hyacinthus,10,,30,19.7132,6/05/2021,,,,,19.5838,19/05/2021,,,,,,,,,,,19.7563,2/06/2021,,,,,,19.8056,16/06/2021,,19.7794,29/06/2021,Overgrown with algae,,,
568,19.424,NA,30°C/3,9,Kelso,Acropora tenuis,8,,30,14.2889,6/05/2021,,,,,14.5093,19/05/2021,,,,,,,,,,,14.6232,2/06/2021,,,,,,14.6291,16/06/2021,,14.6451,29/06/2021,Overgrown with algae,,,
399,19.2267,NA,30°C/3,10,No Name Reef,Acropora hyacinthus,13,,30,14.5943,6/05/2021,,,,,15.0905,19/05/2021,,,,,,,,,,,15.485,2/06/2021,,,,,,15.6326,16/06/2021,,15.6607,29/06/2021,,,,
63,19.6742,NA,30°C/3,11,Kelso,Acropora tenuis,13,,30,15.5003,6/05/2021,,,,,15.1917,19/05/2021,"No obvious loss of branches, white tips but darker colour in the rest of the fragment",,,,,,,,,,15.1892,2/06/2021,,,,,,15.1662,16/06/2021,Sampled due to bleaching and algae growth ,NA,29/06/2021,,,,
329,18.529,NA,30°C/3,12,Kelso,Stylophora pistillata,9,,30,20.3928,6/05/2021,,,,,21.1108,19/05/2021,,,,,,,,,,,21.5593,2/06/2021,,,,,,21.6807,16/06/2021,,21.7297,29/06/2021,,,,
525,18.812,NA,30°C/3,13,No Name Reef,Acropora hyacinthus,6,inner branches,30,21.575,6/05/2021,,,,,21.9813,19/05/2021,,,,,,,,,,,22.2549,2/06/2021,,,,,,22.2888,16/06/2021,,22.2078,29/06/2021,,,,
550,19.2431,NA,30°C/3,14,No Name Reef,Pocillopora verrucosa,2,,30,15.4343,6/05/2021,,,,,15.5586,19/05/2021,,,,,,,,,,,15.6481,2/06/2021,,,,,,15.6732,16/06/2021,,15.6977,29/06/2021,,,,
93,19.2573,NA,30°C/3,15,Kelso,Pocillopora verrucosa,13,,30,26.7006,6/05/2021,,,,,27.5782,19/05/2021,,,,,,,,,,,28.6371,2/06/2021,,,,,,29.1779,16/06/2021,,29.4816,29/06/2021,,,,
487,18.5504,NA,30°C/3,16,No Name Reef,Acropora hyacinthus,7,,30,16.5541,6/05/2021,,,,,17.101,19/05/2021,,,,,,,,,,,17.434,2/06/2021,,,,,,17.5055,16/06/2021,,17.5186,29/06/2021,Overgrown with algae,,,
7,20.3688,NA,30°C/3,17,Kelso,Pocillopora verrucosa,11,,30,20.9757,6/05/2021,,,,,21.6707,19/05/2021,,,,,,,,,,,22.5721,2/06/2021,,,,,,23.2007,16/06/2021,,23.6357,29/06/2021,,,,
285,19.3394,NA,30°C/3,18,Kelso,Pocillopora verrucosa,10,,30,27.6499,6/05/2021,,,,,28.2667,19/05/2021,,,,,,,,,,,29.2379,2/06/2021,,,,,,30.077,16/06/2021,,30.419,29/06/2021,,,,
498,18.7337,,31°C/1,0,,,,,31,10.4991,11/05/2021,,,,,10.498,18/05/2021,,,,,10.525,25/05/2021,,,,,10.5283,8/06/2021,,,,,,10.5931,23/06/2021,,10.5689,6/07/2021,,,,
361,18.5854,NA,31°C/1,1,Kelso,Stylophora pistillata,4,,31,16.4597,11/05/2021,,,,,16.5222,18/05/2021,,16.5341,20/05/2021,Sampled because it was white with some algae,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
372,19.3231,NA,31°C/1,2,No Name Reef,Pocillopora verrucosa,11,,31,20.742,11/05/2021,,,,,20.8275,18/05/2021,,,,,20.8894,25/05/2021,,20.9101,31/05/2021,"Not sampled, weighted to match photogrammetry",20.9254,7/06/2021,Sampled due to bleaching and tissue necrosis,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
187,19.4252,NA,31°C/1,3,Kelso,Stylophora pistillata,3,,31,23.5681,11/05/2021,,,,,23.6283,18/05/2021,,23.6456,20/05/2021,Sampled because it was white with some algae,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
310,19.3008,NA,31°C/1,4,Kelso,Acropora tenuis,11,,31,15.9477,11/05/2021,,,,,16.07,18/05/2021,,16.1219,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
269,19.8192,NA,31°C/1,5,Kelso,Acropora hyacinthus,15,,31,16.052,11/05/2021,,,,,16.1575,18/05/2021,,,,,16.1996,25/05/2021,,16.2011,31/05/2021,"Not sampled, weighted to match photogrammetry",16.1909,7/06/2021,Sampled due to bleaching and tissue necrosis,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
594,19.1121,NA,31°C/1,6,Kelso,Acropora tenuis,2,,31,14.9554,11/05/2021,,,,,15.0948,18/05/2021,,,,,15.1506,25/05/2021,,15.1548,31/05/2021,"Not sampled, weighted to match photogrammetry",15.1787,8/06/2021,,15.1765,11/06/2021,Sampled due to bleaching and tissue loss,,NA,23/06/2021,,NA,6/07/2021,,,,
200,19.7853,NA,31°C/1,7,Kelso,Acropora hyacinthus,10,,31,21.6568,11/05/2021,,,,,21.7332,18/05/2021,,,,,21.7766,25/05/2021,,21.769,26/05/2021,Sampled on 26/05/21 because it was completely white,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
411,18.7613,NA,31°C/1,8,No Name Reef,Acropora hyacinthus,12,,31,16.9784,11/05/2021,,,,,17.2385,18/05/2021,,,,,17.4016,25/05/2021,,17.4307,31/05/2021,"Not sampled, weighted to match photogrammetry",17.4285,3/06/2021,Sampled due to bleaching and algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
317,19.3176,NA,31°C/1,9,Kelso,Acropora hyacinthus,6,,31,19.6224,11/05/2021,,,,,19.8091,18/05/2021,,19.8705,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
449,19.194,NA,31°C/1,10,No Name Reef,Acropora hyacinthus,10,,31,14.4818,11/05/2021,,,,,14.5985,18/05/2021,,14.6331,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
434,20.5667,NA,31°C/1,11,No Name Reef,Pocillopora verrucosa,5,,31,18.9005,11/05/2021,,,,,19.118,18/05/2021,,,,,19.3804,25/05/2021,,,,,19.6968,8/06/2021,,,,,,19.7247,23/06/2021,,19.7291,24/06/2021,Sampled due to bleaching and algal growth,,,
4,19.1534,NA,31°C/1,12,Kelso,Pocillopora verrucosa,11,,31,16.1567,11/05/2021,,,,,16.3509,18/05/2021,,,,,16.5831,25/05/2021,,,,,16.867,8/06/2021,,,,,,16.9136,23/06/2021,,16.9368,6/07/2021,,,,
109,20.3407,NA,31°C/1,13,Kelso,Acropora tenuis,6,,31,17.1138,11/05/2021,,,,,17.2859,18/05/2021,,,,,17.3557,25/05/2021,,17.3545,31/05/2021,"Not sampled, weighted to match photogrammetry",17.3604,8/06/2021,,,,,,17.3618,23/06/2021,,17.3617,24/06/2021,Sampled due to bleaching and algal loss,,,
58,20.2863,NA,31°C/1,14,Kelso,Pocillopora verrucosa,6,,31,23.6059,11/05/2021,,,,,23.7896,18/05/2021,,,,,23.9939,25/05/2021,,,,,24.2304,8/06/2021,,,,,,24.2886,23/06/2021,,24.3077,6/07/2021,,,,
142,19.4022,NA,31°C/1,15,Kelso,Pocillopora verrucosa,8,,31,26.5656,11/05/2021,,,,,26.7025,18/05/2021,,,,,26.8366,25/05/2021,,,,,26.946,8/06/2021,,,,,,26.9108,23/06/2021,,27.0286,6/07/2021,,,,
629,19.1249,NA,31°C/1,16,Kelso,Stylophora pistillata,1,,31,17.9562,11/05/2021,,,,,18.0022,18/05/2021,,18.019,20/05/2021,Sampled because it was white,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
541,19.0098,NA,31°C/1,17,No Name Reef,Pocillopora verrucosa,2,,31,17.0484,11/05/2021,,,,,17.0917,18/05/2021,,,,,17.128,25/05/2021,,17.1296,26/05/2021,Sampled on 26/05/21 because it was starting to get covered in algae and it was pale,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
397,20.5205,NA,31°C/1,18,No Name Reef,Acropora hyacinthus,13,,31,15.2035,11/05/2021,,,,,15.4494,18/05/2021,,,,,15.5966,25/05/2021,,15.6326,31/05/2021,"Not sampled, weighted to match photogrammetry",15.6453,8/06/2021,,15.6453,9/06/2021,Sampled due to bleaching and tissue loss,,NA,23/06/2021,,NA,6/07/2021,,,,
499,19.3979,,31°C/2,0,,,,,31,10.5674,11/05/2021,,,,,10.6333,18/05/2021,,,,,10.6863,25/05/2021,,,,,10.726,8/06/2021,,,,,,10.7468,23/06/2021,,10.7745,6/07/2021,,,,
126,18.7409,NA,31°C/2,1,Kelso,Acropora hyacinthus,7,,31,19.1278,11/05/2021,,,,,19.2107,18/05/2021,,,,,19.2298,25/05/2021,,19.1452,28/05/2021,Sampled due to bleaching and algal growth,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
83,18.6483,NA,31°C/2,2,Kelso,Pocillopora verrucosa,5,,31,22.3809,11/05/2021,,,,,22.5115,18/05/2021,,,,,22.6483,25/05/2021,,,,,22.7365,8/06/2021,,,,,,22.7522,23/06/2021,,22.7589,6/07/2021,,,,
563,18.9111,NA,31°C/2,3,Kelso,Acropora tenuis,8,,31,14.1147,11/05/2021,,,,,14.1982,18/05/2021,,,,,14.2294,25/05/2021,,14.2342,31/05/2021,"Not sampled, weighted to match photogrammetry",14.2181,3/06/2021,Sampled due to bleaching and algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
25,18.2168,NA,31°C/2,4,Kelso,Acropora hyacinthus,14,,31,16.831,11/05/2021,,,,,16.9485,18/05/2021,,,,,16.9787,25/05/2021,,16.9728,31/05/2021,"Not sampled, weighted to match photogrammetry",16.9602,8/06/2021,,16.9602,9/06/2021,sampled due to bleaching and tissue loss,,NA,23/06/2021,,NA,6/07/2021,,,,
350,18.8462,NA,31°C/2,5,Kelso,Acropora tenuis,1,,31,15.5871,11/05/2021,,,,,15.6371,18/05/2021,,15.658,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
455,19.2966,NA,31°C/2,6,No Name Reef,Acropora hyacinthus,8,,31,20.2664,11/05/2021,,,,,20.4864,18/05/2021,,,,,20.5592,25/05/2021,,20.5657,31/05/2021,"Not sampled, weighted to match photogrammetry",20.556,4/06/2021,Sampled due to bleaching and algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
111,19.7339,NA,31°C/2,7,Kelso,Stylophora pistillata,2,,31,20.7019,11/05/2021,,,,,20.7487,18/05/2021,,20.7567,20/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
39,18.9413,NA,31°C/2,8,Kelso,Stylophora pistillata,8,,31,25.6042,11/05/2021,,,,,25.6697,18/05/2021,Sampled on 18/05/21 because it was dead/dying,,,,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
333,19.6218,NA,31°C/2,9,Kelso,Acropora tenuis,4,,31,15.0591,11/05/2021,,,,,15.163,18/05/2021,,15.1764,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
538,19.5578,NA,31°C/2,10,No Name Reef,Pocillopora verrucosa,3,,31,28.265,11/05/2021,,,,,28.4141,18/05/2021,,,,,28.5633,25/05/2021,,,,,28.6705,8/06/2021,,,,,,28.6906,23/06/2021,,28.6896,6/07/2021,,,,
357,19.3109,NA,31°C/2,11,Kelso,Acropora hyacinthus,5,,31,20.7226,11/05/2021,,,,,20.9413,18/05/2021,,,,,21.0174,25/05/2021,Sampled on 25/05/21 because it was completely white,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
327,18.8224,NA,31°C/2,12,Kelso,Stylophora pistillata,9,,31,24.298,11/05/2021,,,,,24.4034,18/05/2021,Sampled on 18/05/21 because it was dead/dying,,,,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
383,19.7378,NA,31°C/2,13,No Name Reef,Pocillopora verrucosa,1,,31,25.7437,11/05/2021,,,,,25.9507,18/05/2021,,,,,26.144,25/05/2021,,,,,26.3825,8/06/2021,,,,,,26.4781,23/06/2021,,26.5033,6/07/2021,,,,
220,18.6062,NA,31°C/2,14,Kelso,Pocillopora verrucosa,12,,31,24.0304,11/05/2021,,,,,24.1664,18/05/2021,,,,,24.2626,25/05/2021,,,,,24.3578,8/06/2021,,,,,,24.3837,23/06/2021,,24.4158,6/07/2021,,,,
520,19.0209,NA,31°C/2,15,No Name Reef,Acropora hyacinthus,9,,31,14.6344,11/05/2021,,14.687,13/05/2021,"piece broke off, the piece weighted 0.2452g",14.7495,18/05/2021,,,,,14.5954,25/05/2021,Sampled on 25/05/21 because it was completely white,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
222,19.071,NA,31°C/2,16,Kelso,Pocillopora verrucosa,9,,31,20.5296,11/05/2021,,,,,20.6487,18/05/2021,,,,,20.7791,25/05/2021,,,,,21.0179,8/06/2021,,,,,,21.1068,23/06/2021,,21.1394,6/07/2021,,,,
606,17.7925,NA,31°C/2,17,No Name Reef,Pocillopora verrucosa,14,,31,20.0098,11/05/2021,,,,,20.0429,18/05/2021,Sampled on 18/05/21 because it was dead/dying,,,,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
407,18.16,NA,31°C/2,18,No Name Reef,Acropora hyacinthus,11,,31,13.4149,11/05/2021,,,,,13.5387,18/05/2021,,13.5488,20/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
500,19.1138,,31°C/3,0,,,,,31,10.577,11/05/2021,,,,,10.6088,18/05/2021,,,,,10.6507,25/05/2021,some green algae,,,,10.6703,8/06/2021,,,,,,10.6839,23/06/2021,,10.7006,6/07/2021,,,,
278,19.4843,NA,31°C/3,1,Kelso,Acropora hyacinthus,1,,31,16.4192,11/05/2021,,,,,19.4113,18/05/2021,Sampled on 19/05/21 because it was dying. The weight just before sampling was 19.4083 and it had a bit of algae. Better to take the previous measurement,,,,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
529,19.2868,NA,31°C/3,2,No Name Reef,Acropora hyacinthus,6,,31,15.6371,11/05/2021,,,,,15.7225,18/05/2021,,,,,15.7524,25/05/2021,,15.7502,31/05/2021,"Not sampled, weighted to match photogrammetry",15.751,7/06/2021,Sampled due to bleaching and tissue necrosis,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
161,19.295,NA,31°C/3,3,Kelso,Stylophora pistillata,7,,31,27.0721,11/05/2021,,,,,27.1152,18/05/2021,Sampled on 18/05/21 because it was dead/dying,,,,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
283,18.8693,NA,31°C/3,4,Kelso,Pocillopora verrucosa,10,,31,28.1255,11/05/2021,,,,,28.2714,18/05/2021,,,,,28.4172,25/05/2021,,,,,28.6195,8/06/2021,,,,,,28.6962,23/06/2021,,28.737,6/07/2021,,,,
67,18.7658,NA,31°C/3,5,Kelso,Acropora tenuis,13,,31,14.8422,11/05/2021,,,,,14.8839,18/05/2021,,14.2617,24/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
297,18.3131,NA,31°C/3,6,Kelso,Stylophora pistillata,13,,31,17.1412,11/05/2021,,,,,17.1796,18/05/2021,,17.1831,21/05/2021,Sampled because it was dying and was unlikely to make it through the weekend,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
95,20.4749,NA,31°C/3,7,Kelso,Pocillopora verrucosa,13,,31,30.0875,11/05/2021,,,,,30.5074,18/05/2021,,,,,30.9225,25/05/2021,,,,,31.6232,8/06/2021,,,,,,31.8145,23/06/2021,,31.8597,6/07/2021,,,,
426,20.1544,NA,31°C/3,8,No Name Reef,Pocillopora verrucosa,6,,31,19.2808,11/05/2021,,,,,19.4517,18/05/2021,,,,,19.6032,25/05/2021,,,,,19.7617,8/06/2021,,,,,,19.7813,23/06/2021,,19.7818,24/06/2021,Sampled due to algal growth,,,
176,18.951,NA,31°C/3,9,Kelso,Acropora hyacinthus,2,,31,18.9245,11/05/2021,,,,,19.0648,18/05/2021,,19.0686,21/05/2021,Sampled because it was white and was unlikely to make it throught the weekend,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
475,20.5159,NA,31°C/3,10,No Name Reef,Pocillopora verrucosa,10,,31,22.8558,11/05/2021,,,,,23,18/05/2021,,,,,23.0832,25/05/2021,,23.0899,28/05/2021,Sampled due to bleaching and algal growth on tissue ,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
506,19.0473,NA,31°C/3,11,No Name Reef,Pocillopora verrucosa,12,,31,19.5491,11/05/2021,,,,,19.6344,18/05/2021,,,,,19.6169,25/05/2021,,19.4832,3/06/2021,Sampled due to algal growth and bleaching,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
464,19.253,NA,31°C/3,12,No Name Reef,Acropora hyacinthus,4,,31,13.8519,11/05/2021,,,,,13.9551,18/05/2021,,13.962,20/05/2021,Sampled because it was dead/dying,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
156,17.8462,NA,31°C/3,13,Kelso,Pocillopora verrucosa,4,,31,22.9382,11/05/2021,,,,,23.1208,18/05/2021,,,,,23.2932,25/05/2021,,,,,23.493,8/06/2021,,,,,,23.5305,23/06/2021,,23.5371,6/07/2021,,,,
49,18.7507,NA,31°C/3,14,Kelso,Acropora hyacinthus,11,,31,17.0706,11/05/2021,,,,,17.2864,18/05/2021,,,,,17.3609,25/05/2021,,17.3608,31/05/2021,"Not sampled, weighted to match photogrammetry",17.3403,4/06/2021,Sampled due to bleaching and algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
484,18.0996,NA,31°C/3,15,No Name Reef,Acropora hyacinthus,7,,31,15.1085,11/05/2021,,,,,15.194,18/05/2021,,,,,15.233,25/05/2021,,15.2404,31/05/2021,"Not sampled, weighted to match photogrammetry",15.2445,1/06/2021,Sampled because it was white and had some algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
209,17.9918,NA,31°C/3,16,Kelso,Acropora tenuis,7,,31,15.2263,11/05/2021,,,,,15.4841,18/05/2021,,,,,15.5941,25/05/2021,,15.6071,31/05/2021,"Not sampled, weighted to match photogrammetry",15.5615,8/06/2021,,15.5776,11/06/2021,Sampled due to bleaching and tissue loss,,NA,23/06/2021,,NA,6/07/2021,,,,
17,19.3392,NA,31°C/3,17,Kelso,Acropora tenuis,5,,31,14.3068,11/05/2021,,,,,14.353,18/05/2021,,,,,14.3816,25/05/2021,,14.3832,31/05/2021,"Not sampled, weighted to match photogrammetry",14.3677,7/06/2021,Sampled due to bleaching and algal growth,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
231,19.7421,NA,31°C/3,18,Kelso,Stylophora pistillata,5,,31,27.1183,11/05/2021,,,,,27.1586,18/05/2021,,27.1741,20/05/2021,Sampled because it was white with a patch of algae,NA,25/05/2021,,,,,NA,8/06/2021,,,,,,NA,23/06/2021,,NA,6/07/2021,,,,
