"Plug_number","Dry.weight","Wet.weight_time0","tank","position","Reef","Species","Colony","Notes_fragging","Temperature","Buoyant_weight_t0","Date_t0","Notes_t0","Buoyant_weight_t0_additional","Date_t0_additional","Notes_t0_additional","Buoyant_weight_t1","Date_t1","Notes_t1","Buoyant_weight_t1_additional","Date_t_1_additional","Notes_t_1_additional","Buoyant_weight_t2","Date_t2","Notes_t2","Buoyant_weight_t2_additional","Date_t2_additional","Notes_t2_additional","Buoyant_weight_t3","Date_t3","Notes_t3","Buoyant_weight_t3_additional","Date_t_3_additional","Notes_t_3_additional","X","Buoyant_weight_t4","Date_t4","Notes_t4","Buoyant_weight_t4_additional","Date_t4_additional","Notes_t4_additional","Buoyant_weight_t5","Date_t5","Notes_t5"
316,20.1131,NA,"27°C/2",12,"Kelso","Acropora hyacinthus",6,"",27,20.037,"5/05/2021",NA,NA,"","",20.706,"19/05/2021","",NA,"","",NA,"","",NA,"","",21.3368,"1/06/2021","",NA,"","",NA,"21.8905","14/06/2021","","22.4803","28/06/2021","",NA,"",NA
354,19.0431,NA,"27°C/2",13,"Kelso","Acropora hyacinthus",5,"",27,16.4754,"5/05/2021",NA,NA,"","",17.0833,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.7571,"1/06/2021","",NA,"","",NA,"18.3669","14/06/2021","","18.9555","28/06/2021","",NA,"",NA
344,19.4602,NA,"27°C/2",15,"Kelso","Acropora tenuis",1,"",27,15.9919,"5/05/2021",NA,NA,"","",16.2959,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.5587,"1/06/2021","",NA,"","",NA,"16.786","14/06/2021","","16.996","28/06/2021","",NA,"",NA
273,18.6562,NA,"27°C/2",16,"Kelso","Acropora hyacinthus",1,"",27,16.2544,"5/05/2021",NA,NA,"","",16.8186,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.3727,"1/06/2021","",NA,"","",NA,"17.8072","14/06/2021","","18.282","28/06/2021","",NA,"",NA
282,19.539,NA,"27°C/3",1,"Kelso","Pocillopora verrucosa",10,"",27,22.4712,"5/05/2021",NA,NA,"","",23.1167,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.95,"1/06/2021","",NA,"","",NA,"24.6237","14/06/2021","","25.1863","28/06/2021","",NA,"",NA
223,19.3042,NA,"27°C/3",2,"Kelso","Pocillopora verrucosa",9,"",27,24.1516,"5/05/2021",NA,NA,"","",24.4445,"19/05/2021","",NA,"","",NA,"","",NA,"","",24.7565,"1/06/2021","",NA,"","",NA,"25.1308","14/06/2021","","25.579","28/06/2021","",NA,"",NA
13,19.1245,NA,"27°C/3",3,"Kelso","Acropora tenuis",5,"",27,15.7342,"5/05/2021",NA,NA,"","",16.1508,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.4959,"1/06/2021","",NA,"","",NA,"16.7067","14/06/2021","","16.8464","28/06/2021","",NA,"",NA
62,18.6542,NA,"27°C/3",4,"Kelso","Acropora tenuis",13,"",27,16.3633,"5/05/2021",NA,NA,"","",16.7587,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.0892,"1/06/2021","",NA,"","",NA,"17.3902","14/06/2021","","17.6489","28/06/2021","",NA,"",NA
127,18.3989,NA,"27°C/3",7,"Kelso","Acropora hyacinthus",7,"",27,19.6573,"5/05/2021",NA,NA,"","",20.1955,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.7666,"1/06/2021","",NA,"","",NA,"21.3296","14/06/2021","","21.8485","28/06/2021","",NA,"",NA
98,19.9423,NA,"27°C/3",10,"Kelso","Pocillopora verrucosa",13,"",27,22.2857,"5/05/2021",NA,NA,"","",22.7115,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.204,"1/06/2021","",NA,"","",NA,"23.539","14/06/2021","","23.8589","28/06/2021","",NA,"",NA
26,18.4188,NA,"27°C/3",11,"Kelso","Acropora hyacinthus",14,"",27,15.7254,"5/05/2021",NA,NA,"","",16.2896,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.8273,"1/06/2021","",NA,"","",NA,"17.2787","14/06/2021","","17.7611","28/06/2021","",NA,"",NA
29,19.228,NA,"27°C/3",12,"Kelso","Stylophora pistillata",8,"",27,22.4677,"5/05/2021",NA,NA,"","",23.2524,"19/05/2021","",NA,"","",NA,"","",NA,"","",24.1603,"1/06/2021","",NA,"","",NA,"25.2376","14/06/2021","","26.1578","28/06/2021","",NA,"",NA
237,18.1403,NA,"27°C/3",13,"Kelso","Stylophora pistillata",5,"",27,18.9996,"5/05/2021",NA,NA,"","",19.3603,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.735,"1/06/2021","",NA,"","",NA,"20.09","14/06/2021","","20.5193","28/06/2021","",NA,"",NA
294,18.9146,NA,"27°C/3",14,"Kelso","Stylophora pistillata",13,"",27,19.7189,"5/05/2021",NA,NA,"","",19.853,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.9252,"1/06/2021","",NA,"","",NA,"19.9626","14/06/2021","","20.0087","28/06/2021","",NA,"",NA
264,18.9823,NA,"27°C/3",15,"Kelso","Acropora hyacinthus",15,"",27,15.9245,"5/05/2021",NA,NA,"","",16.3436,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.6331,"1/06/2021","",NA,"","",NA,"16.7972","14/06/2021","","17.0041","28/06/2021","",NA,"",NA
207,20.163,NA,"27°C/3",18,"Kelso","Acropora tenuis",7,"",27,15.023,"5/05/2021",NA,NA,"","",15.6039,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.8626,"1/06/2021","",15.8512,"7/06/2021","Sampled due to tissue necrosis on tips",NA,NA,"14/06/2021","",NA,"28/06/2021","",NA,"",NA
114,19.3937,NA,"28°C/1",1,"Kelso","Stylophora pistillata",2,"",28,23.4713,"5/05/2021",NA,NA,"","",24.3292,"19/05/2021","",NA,"","",NA,"","",NA,"","",25.1904,"1/06/2021","",NA,"","",NA,"26.122","15/06/2021","","26.9585","29/06/2021","",NA,"",NA
270,19.1706,NA,"28°C/1",3,"Kelso","Acropora hyacinthus",15,"",28,18.5615,"5/05/2021",NA,NA,"","",18.8885,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.2063,"1/06/2021","",NA,"","",NA,"19.5305","15/06/2021","","19.8828","29/06/2021","",NA,"",NA
99,19.2171,NA,"28°C/1",4,"Kelso","Pocillopora verrucosa",13,"",28,21.5432,"5/05/2021",NA,NA,"","",22.2242,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.0601,"1/06/2021","",NA,"","",NA,"23.8738","15/06/2021","","24.9552","29/06/2021","",NA,"",NA
287,19.155,NA,"28°C/1",5,"Kelso","Pocillopora verrucosa",10,"",28,26.5002,"5/05/2021",NA,NA,"","",27.0378,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.0657,"1/06/2021","",NA,"","",NA,"29.1104","15/06/2021","","30.2723","29/06/2021","",NA,"",NA
66,19.9697,NA,"28°C/1",7,"Kelso","Acropora tenuis",13,"",28,14.6236,"5/05/2021",NA,NA,"","",15.0224,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.2857,"1/06/2021","",NA,"","",NA,"15.3371","15/06/2021","","15.376","24/06/2021","Sampled due to tissue necrosis on tips",NA,"",NA
363,18.8687,NA,"28°C/1",8,"Kelso","Stylophora pistillata",4,"",28,14.5896,"5/05/2021",NA,NA,"","",15.1523,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.7336,"1/06/2021","",NA,"","",NA,"16.3421","15/06/2021","","16.9141","29/06/2021","",NA,"",NA
325,19.5278,NA,"28°C/1",9,"Kelso","Stylophora pistillata",9,"",28,24.3205,"5/05/2021",NA,NA,"","",24.7699,"19/05/2021","",NA,"","",NA,"","",NA,"","",25.3244,"1/06/2021","",NA,"","",NA,"26.0841","15/06/2021","","27.022","29/06/2021","",NA,"",NA
360,18.3922,NA,"28°C/1",10,"Kelso","Acropora hyacinthus",5,"",28,16.7489,"5/05/2021",NA,NA,"","",17.1936,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.8087,"1/06/2021","",NA,"","",NA,"18.3788","15/06/2021","","18.9295","29/06/2021","",NA,"",NA
332,18.7424,NA,"28°C/1",11,"Kelso","Acropora tenuis",4,"",28,15.8557,"5/05/2021",NA,NA,"","",16.2384,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.5347,"1/06/2021","",NA,"","",NA,"16.6926","15/06/2021","","16.8017","29/06/2021","",NA,"",NA
217,20.43,NA,"28°C/1",15,"Kelso","Pocillopora verrucosa",12,"",28,25.8533,"5/05/2021",NA,NA,"","",26.1445,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.5718,"1/06/2021","",NA,"","",NA,"27.0625","15/06/2021","","27.7133","29/06/2021","",NA,"",NA
567,18.9824,NA,"28°C/1",16,"Kelso","Acropora tenuis",8,"",28,14.2272,"5/05/2021",NA,NA,"","",14.5237,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.6913,"1/06/2021","",NA,"","",NA,"14.7294","15/06/2021","","14.7686","29/06/2021","",NA,"",NA
314,19.8405,NA,"28°C/1",18,"Kelso","Acropora hyacinthus",6,"",28,19.3536,"5/05/2021",NA,NA,"","",20.0333,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.5554,"1/06/2021","",NA,"","",NA,"20.9535","15/06/2021","","21.5715","29/06/2021","",NA,"",NA
82,19.2622,NA,"28°C/2",1,"Kelso","Pocillopora verrucosa",5,"",28,27.9332,"5/05/2021",NA,NA,"","",28.3036,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.807,"1/06/2021","",NA,"","",NA,"29.3179","15/06/2021","","29.828","29/06/2021","",NA,"",NA
6,20.5014,NA,"28°C/2",2,"Kelso","Pocillopora verrucosa",11,"",28,18.4902,"5/05/2021",NA,NA,"","",18.9,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.3715,"1/06/2021","",NA,"","",NA,"19.9888","15/06/2021","","20.7424","29/06/2021","",NA,"",NA
179,19.2545,NA,"28°C/2",3,"Kelso","Acropora hyacinthus",2,"",28,17.525,"5/05/2021",NA,NA,"","",17.8475,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.146,"1/06/2021","",NA,"","",NA,"18.3455","15/06/2021","","18.5093","29/06/2021","",NA,"",NA
149,18.7121,NA,"28°C/2",4,"Kelso","Pocillopora verrucosa",8,"",28,27.718,"5/05/2021",NA,NA,"","",28.1426,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.5668,"1/06/2021","",NA,"","",NA,"29.0961","15/06/2021","","29.7602","29/06/2021","",NA,"",NA
346,18.2058,NA,"28°C/2",6,"Kelso","Acropora tenuis",1,"",28,19.8472,"5/05/2021",NA,NA,"","",20.2548,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.7598,"1/06/2021","",NA,"","",NA,"21.244","15/06/2021","","21.6568","29/06/2021","",NA,"",NA
125,20.6339,NA,"28°C/2",7,"Kelso","Acropora hyacinthus",7,"",28,20.3154,"5/05/2021",NA,NA,"","",20.7557,"19/05/2021","",NA,"","",NA,"","",NA,"","",21.2492,"1/06/2021","",NA,"","",NA,"21.6806","15/06/2021","","22.1703","29/06/2021","",NA,"",NA
33,19.6641,NA,"28°C/2",9,"Kelso","Stylophora pistillata",8,"",28,24.0373,"5/05/2021",NA,NA,"","",24.8553,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.1073,"1/06/2021","Not a typo, double-checked weight at time t=3",NA,"","",NA,"27.582","15/06/2021","","29.1066","29/06/2021","",NA,"",NA
624,19.1953,NA,"28°C/2",11,"Kelso","Stylophora pistillata",1,"",28,25.0061,"5/05/2021",NA,NA,"","",25.7391,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.7404,"1/06/2021","",NA,"","",NA,"27.9582","15/06/2021","","29..1016","29/06/2021","",NA,"",NA
598,18.4073,NA,"28°C/2",14,"Kelso","Acropora tenuis",2,"",28,13.612,"5/05/2021",NA,NA,"","",13.922,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.2472,"1/06/2021","",NA,"","",NA,"14.4642","15/06/2021","","14.5697","29/06/2021","",NA,"",NA
196,19.6202,NA,"28°C/2",15,"Kelso","Acropora hyacinthus",10,"",28,15.4063,"5/05/2021",NA,NA,"","",15.8361,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.199,"1/06/2021","",NA,"","",NA,"16.6371","15/06/2021","","16.9948","29/06/2021","",NA,"",NA
210,19.7216,NA,"28°C/2",17,"Kelso","Acropora tenuis",7,"",28,15.0262,"5/05/2021",NA,NA,"","",15.4881,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.6269,"1/06/2021","",15.6267,"7/06/2021","Sampled due to tissue necrosis on tips",NA,"","","",NA,"29/06/2021","",NA,"",NA
298,18.5337,NA,"28°C/2",18,"Kelso","Stylophora pistillata",13,"",28,16.0804,"5/05/2021",NA,NA,"","",16.2043,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.2608,"1/06/2021","",NA,"","",NA,"16.2818","15/06/2021","","16.3192","29/06/2021","",NA,"",NA
51,20.1677,NA,"28°C/3",1,"Kelso","Pocillopora verrucosa",6,"",28,26.9287,"6/05/2021",NA,NA,"","",27.4101,"19/05/2021","",NA,"","",NA,"","",NA,"","",28.076,"1/06/2021","",NA,"","",NA,"28.8249","15/06/2021","","29.7915","29/06/2021","",NA,"",NA
21,17.9603,NA,"28°C/3",3,"Kelso","Acropora hyacinthus",14,"",28,20.5123,"6/05/2021",NA,NA,"","",20.6857,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.9705,"1/06/2021","",NA,"","",NA,"21.268","15/06/2021","","21.6536","29/06/2021","",NA,"",NA
183,18.2649,NA,"28°C/3",4,"Kelso","Stylophora pistillata",3,"",28,19.689,"6/05/2021",NA,NA,"","",20.2814,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.9732,"1/06/2021","",NA,"","",NA,"21.5687","15/06/2021","","22.139","29/06/2021","",NA,"",NA
279,17.8607,NA,"28°C/3",5,"Kelso","Acropora hyacinthus",1,"",28,15.3368,"6/05/2021",NA,NA,"","",15.75,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.0868,"1/06/2021","",NA,"","",NA,"16.4018","15/06/2021","","16.7788","29/06/2021","",NA,"",NA
301,19.0552,NA,"28°C/3",7,"Kelso","Acropora tenuis",11,"",28,17.8702,"6/05/2021",NA,NA,"","",18.2841,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.6624,"1/06/2021","",NA,"","",NA,"19.121","15/06/2021","","19.6728","29/06/2021","",NA,"",NA
18,19.3649,NA,"28°C/3",9,"Kelso","Acropora tenuis",5,"",28,14.5264,"6/05/2021",NA,NA,"","",14.7612,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.8743,"1/06/2021","",14.8769,"11/06/2021","Sampled due to tissue necrosis and sloughing",NA,"","","",NA,"29/06/2021","",NA,"",NA
101,18.932,NA,"28°C/3",10,"Kelso","Acropora tenuis",6,"",28,17.4481,"6/05/2021",NA,NA,"","",17.8194,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.0615,"1/06/2021","",NA,"","",NA,"18.2331","15/06/2021","","18.3947","29/06/2021","",NA,"",NA
230,20.4576,NA,"28°C/3",12,"Kelso","Pocillopora verrucosa",9,"",28,19.2978,"6/05/2021",NA,NA,"","",19.5371,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.7612,"1/06/2021","",NA,"","",NA,"20.0374","15/06/2021","","20.4275","29/06/2021","",NA,"",NA
238,19.6117,NA,"28°C/3",14,"Kelso","Stylophora pistillata",5,"",28,26.2647,"6/05/2021",NA,NA,"","",26.8207,"19/05/2021","",NA,"","",NA,"","",NA,"","",27.5242,"1/06/2021","",NA,"","",NA,"28.4422","15/06/2021","","29.6531","29/06/2021","",NA,"",NA
154,18.0384,NA,"28°C/3",15,"Kelso","Pocillopora verrucosa",4,"",28,21.6883,"6/05/2021",NA,NA,"","",22.0278,"19/05/2021","",NA,"","",NA,"","",NA,"","",22.4179,"1/06/2021","",NA,"","",NA,"22.7849","15/06/2021","","23.3281","29/06/2021","",NA,"",NA
47,20.1658,NA,"28°C/3",16,"Kelso","Acropora hyacinthus",11,"",28,17.399,"6/05/2021",NA,NA,"","",17.9391,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.5254,"1/06/2021","",NA,"","",NA,"18.9539","15/06/2021","","19.1878","29/06/2021","",NA,"",NA
169,18.868,NA,"28°C/3",17,"Kelso","Stylophora pistillata",7,"",28,22.3875,"6/05/2021",NA,NA,"","",22.7508,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.2453,"1/06/2021","",NA,"","",NA,"23.7016","15/06/2021","","24.2351","29/06/2021","",NA,"",NA
321,19.9042,NA,"29°C/1",1,"Kelso","Stylophora pistillata",9,"",29,19.1655,"6/05/2021",NA,NA,"","",19.6037,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.2462,"2/06/2021","",NA,"","",NA,"20.9098","15/06/2021","","21.5458","29/06/2021","",NA,"",NA
100,20.4355,NA,"29°C/1",2,"Kelso","Pocillopora verrucosa",13,"",29,21.7165,"6/05/2021",NA,NA,"","",22.342,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.2325,"2/06/2021","",NA,"","",NA,"23.9218","15/06/2021","","24.8287","29/06/2021","",NA,"",NA
119,19.3328,NA,"29°C/1",3,"Kelso","Stylophora pistillata",2,"",29,20.9478,"6/05/2021",NA,NA,"","",21.5339,"19/05/2021","",NA,"","",NA,"","",NA,"","",22.3039,"2/06/2021","",NA,"","",NA,"22.9337","15/06/2021","","23.5042","29/06/2021","",NA,"",NA
221,18.6752,NA,"29°C/1",4,"Kelso","Pocillopora verrucosa",9,"",29,19.0117,"6/05/2021",NA,NA,"","",19.3913,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.9119,"2/06/2021","",NA,"","",NA,"20.4299","15/06/2021","","21.0331","29/06/2021","",NA,"",NA
353,19.274,NA,"29°C/1",7,"Kelso","Acropora hyacinthus",5,"",29,19.944,"6/05/2021",NA,NA,"","",20.7124,"19/05/2021","",NA,"","",NA,"","",NA,"","",21.5057,"2/06/2021","",NA,"","",NA,"22.2945","15/06/2021","","22.9181","29/06/2021","",NA,"",NA
175,20.1554,NA,"29°C/1",9,"Kelso","Acropora hyacinthus",2,"",29,18.6783,"6/05/2021",NA,NA,"","",19.2422,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.7872,"2/06/2021","",NA,"","",NA,"20.1401","15/06/2021","","20.4748","29/06/2021","",NA,"",NA
61,20.0724,NA,"29°C/1",10,"Kelso","Acropora tenuis",13,"",29,17.3243,"6/05/2021",NA,NA,"","",17.4594,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.4559,"2/06/2021","",NA,"","",NA,"17.4572","15/06/2021","","17.4644","29/06/2021","",NA,"",NA
345,19.3254,NA,"29°C/1",12,"Kelso","Acropora tenuis",1,"",29,17.2011,"6/05/2021",NA,NA,"","",17.4636,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.734,"2/06/2021","",NA,"","",NA,"17.9068","15/06/2021","","18.0547","29/06/2021","",NA,"",NA
104,19.6103,NA,"29°C/1",15,"Kelso","Acropora tenuis",6,"",29,16.9755,"6/05/2021",NA,NA,"","",17.3806,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.8525,"2/06/2021","",NA,"","",NA,"18.2515","15/06/2021","","18.5757","29/06/2021","",NA,"",NA
181,19.2783,NA,"29°C/1",16,"Kelso","Stylophora pistillata",3,"",29,21.4666,"6/05/2021",NA,NA,"","",22.1092,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.1393,"2/06/2021","",NA,"","",NA,"24.132","15/06/2021","","25.1766","29/06/2021","",NA,"",NA
48,18.9193,NA,"29°C/1",17,"Kelso","Acropora hyacinthus",11,"",29,16.329,"6/05/2021",NA,NA,"","",16.912,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.4589,"2/06/2021","",NA,"","",NA,"17.8216","15/06/2021","","18.0933","29/06/2021","",NA,"",NA
152,19.4256,NA,"29°C/1",18,"Kelso","Pocillopora verrucosa",4,"",29,24.7835,"6/05/2021",NA,NA,"","",25.488,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.5917,"2/06/2021","",NA,"","",NA,"27.619","15/06/2021","","28.7984","29/06/2021","",NA,"",NA
564,10.0252,NA,"29°C/2",2,"Kelso","Acropora tenuis",8,"",29,17.2483,"6/05/2021",NA,NA,"","",17.6757,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.921,"2/06/2021","",NA,"","",NA,"17.9911","15/06/2021","","18.0628","29/06/2021","",NA,"",NA
311,18.679,NA,"29°C/2",3,"Kelso","Acropora hyacinthus",6,"",29,17.5664,"6/05/2021",NA,NA,"","",18.0695,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.6399,"2/06/2021","",NA,"","",NA,"19.1926","15/06/2021","","19.7273","29/06/2021","",NA,"",NA
299,19.1259,NA,"29°C/2",5,"Kelso","Stylophora pistillata",13,"",29,19.5894,"6/05/2021",NA,NA,"","",19.6973,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.7772,"2/06/2021","",NA,"","",NA,"19.8246","15/06/2021","","18.8507","29/06/2021","",NA,"",NA
290,18.8893,NA,"29°C/2",7,"Kelso","Pocillopora verrucosa",10,"",29,22.419,"6/05/2021",NA,NA,"","",23.1022,"19/05/2021","",NA,"","",NA,"","",NA,"","",24.3614,"2/06/2021","",NA,"","",NA,"25.7008","15/06/2021","","27.2914","29/06/2021","",NA,"",NA
20,18.9483,NA,"29°C/2",10,"Kelso","Acropora hyacinthus",14,"",29,15.4099,"6/05/2021",NA,NA,"","",15.825,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.1695,"2/06/2021","",NA,"","",NA,"16.6219","15/06/2021","","17.1964","29/06/2021","",NA,"",NA
219,19.2738,NA,"29°C/2",11,"Kelso","Pocillopora verrucosa",12,"",29,22.1048,"6/05/2021",NA,NA,"","",22.3,"19/05/2021","",NA,"","",NA,"","",NA,"","",22.5787,"2/06/2021","",NA,"","",NA,"22.9614","15/06/2021","","20.9984","29/06/2021","",NA,"",NA
143,18.5894,NA,"29°C/2",12,"Kelso","Pocillopora verrucosa",8,"",29,23.0823,"6/05/2021",NA,NA,"","",23.3796,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.7386,"2/06/2021","",NA,"","",NA,"24.1202","15/06/2021","","24.6384","29/06/2021","",NA,"",NA
331,18.8934,NA,"29°C/2",14,"Kelso","Acropora tenuis",4,"",29,14.6971,"6/05/2021",NA,NA,"","",15.1242,"19/05/2021","",NA,"","",NA,"","",NA,"","",15.3716,"2/06/2021","",NA,"","",NA,"15.4196","15/06/2021","Sampled due to bleaching and algae",NA,"","",NA,"",NA
597,18.785,NA,"29°C/2",15,"Kelso","Acropora tenuis",2,"",29,15.6648,"6/05/2021",NA,NA,"","",16.0372,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.4704,"2/06/2021","",NA,"","",NA,"16.8643","15/06/2021","","17.202","29/06/2021","",NA,"",NA
277,19.3033,NA,"29°C/2",16,"Kelso","Acropora hyacinthus",1,"",29,16.707,"6/05/2021",NA,NA,"","",17.1078,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.4597,"2/06/2021","",NA,"","",NA,"17.803","15/06/2021","","18.2055","29/06/2021","",NA,"",NA
362,17.9971,NA,"29°C/2",17,"Kelso","Stylophora pistillata",4,"",29,15.6363,"6/05/2021",NA,NA,"","",16.222,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.0939,"2/06/2021","",NA,"","",NA,"17.9967","15/06/2021","","18.9532","29/06/2021","",NA,"",NA
625,18.3524,NA,"29°C/2",18,"Kelso","Stylophora pistillata",1,"",29,18.9482,"6/05/2021",NA,NA,"","",19.2949,"19/05/2021","",NA,"","",NA,"","",NA,"","",19.7148,"2/06/2021","",NA,"","",NA,"20.2542","15/06/2021","","20.8601","29/06/2021","",NA,"",NA
267,19.2044,NA,"29°C/3",1,"Kelso","Acropora hyacinthus",15,"",29,17.2205,"6/05/2021",NA,NA,"","",17.4239,"19/05/2021","",NA,"","",NA,"","",NA,"","",17.6822,"2/06/2021","",NA,"","",NA,"17.8266","15/06/2021","","17.9479","29/06/2021","",NA,"",NA
121,19.8608,NA,"29°C/3",3,"Kelso","Acropora hyacinthus",7,"",29,19.9644,"6/05/2021",NA,NA,"","",20.1203,"19/05/2021","",NA,"","",NA,"","",NA,"","",20.3543,"2/06/2021","",NA,"","",NA,"20.607","15/06/2021","","20.8609","29/06/2021","",NA,"",NA
164,18.4082,NA,"29°C/3",6,"Kelso","Stylophora pistillata",7,"",29,25.835,"6/05/2021",NA,NA,"","",26.2034,"19/05/2021","",NA,"","",NA,"","",NA,"","",26.723,"2/06/2021","",NA,"","",NA,"27.1306","15/06/2021","","27.3558","29/06/2021","",NA,"",NA
54,18.7649,NA,"29°C/3",7,"Kelso","Pocillopora verrucosa",6,"",29,28.0595,"6/05/2021",NA,NA,"","",28.4252,"19/05/2021","",NA,"","",NA,"","",NA,"","",29.0988,"2/06/2021","",NA,"","",NA,"29.818","15/06/2021","","30.4188","29/06/2021","",NA,"",NA
86,18.8714,NA,"29°C/3",8,"Kelso","Pocillopora verrucosa",5,"",29,26.5707,"6/05/2021",NA,NA,"","",26.7447,"19/05/2021","",NA,"","",NA,"","",NA,"","",27.0919,"2/06/2021","",NA,"","",NA,"27.525","15/06/2021","","27.8696","29/06/2021","",NA,"",NA
10,20.3811,NA,"29°C/3",9,"Kelso","Acropora tenuis",5,"",29,15.5838,"6/05/2021",NA,NA,"","",15.9463,"19/05/2021","",NA,"","",NA,"","",NA,"","",16.1617,"2/06/2021","",16.2032,"11/06/2021","Sampled due to tissue necrosis on tips",NA,"","","",NA,"","",NA,"",NA
31,19.6152,NA,"29°C/3",13,"Kelso","Stylophora pistillata",8,"",29,24.7655,"6/05/2021",NA,NA,"","",25.2093,"19/05/2021","",NA,"","",NA,"","",NA,"","",25.7351,"2/06/2021","",NA,"","",NA,"26.2194","15/06/2021","","26.6577","29/06/2021","",NA,"",NA
309,18.1083,NA,"29°C/3",14,"Kelso","Acropora tenuis",11,"",29,17.4308,"6/05/2021",NA,NA,"","",17.7305,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.0278,"2/06/2021","",NA,"","",NA,"18.3043","15/06/2021","","18.5455","29/06/2021","",NA,"",NA
235,19.4048,NA,"29°C/3",15,"Kelso","Stylophora pistillata",5,"",29,22.776,"6/05/2021",NA,NA,"","",23.0686,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.4543,"2/06/2021","",NA,"","",NA,"23.8987","15/06/2021","","24.4184","29/06/2021","",NA,"",NA
205,18.2596,NA,"29°C/3",16,"Kelso","Acropora tenuis",7,"",29,14.389,"6/05/2021",NA,NA,"","",14.7962,"19/05/2021","",NA,"","",NA,"","",NA,"","",14.9096,"2/06/2021","",14.9072,"7/06/2021","Sampled due to tissue necrosis on tips",NA,"","","",NA,"","",NA,"",NA
197,19.9671,NA,"29°C/3",17,"Kelso","Acropora hyacinthus",10,"",29,17.3974,"6/05/2021",NA,NA,"","",17.7972,"19/05/2021","",NA,"","",NA,"","",NA,"","",18.2547,"2/06/2021","",NA,"","",NA,"18.4195","15/06/2021","","18.8258","29/06/2021","",NA,"",NA
8,20.0337,NA,"29°C/3",18,"Kelso","Pocillopora verrucosa",11,"",29,21.5031,"6/05/2021",NA,NA,"","",22.2361,"19/05/2021","",NA,"","",NA,"","",NA,"","",23.1812,"2/06/2021","",NA,"","",NA,"23.931","15/06/2021","","24.4595","29/06/2021","",NA,"",NA
